1,Abiotrophia
2,Acetanaerobacterium elongatum
3,Acetivibrio
4,Acholeplasma
5,Achromobacter
6,Acidaminobacter
7,Acidaminococcus
8,Acidaminococcus fermentans
9,Acidiphilium
10,Acidobacteria
11,Acidobacteriaceae
12,Acidocella
13,Acidovorax
14,Acinetobacter
15,Actinobacillus
16,Actinobacillus pleuropneumoniae
17,Actinobacteria
18,Actinobaculum
19,Actinobaculum schaalii
20,Actinomyces
21,Actinomyces gerencseriae
22,Actinomyces graevenitzii
23,Actinomyces massiliensis
24,Actinomyces naeslundii
25,Actinomyces neuii
26,Actinomyces odontolyticus
27,Actinomyces oris
28,Actinomyces urogenitalis
29,Actinomyces viscosus
30,Actinomycetaceae
31,Actinomycetales
32,Adlercreutzia
33,Adlercreutzia equolifaciens
34,Aeribacillus
35,Aerococcus
36,Aerococcus christensenii
37,Aerococcus urinae
38,Aeromicrobium
39,Aeromonas
40,Aestuariimicrobium
41,Afipia
42,Aggregatibacter
43,Aggregatibacter actinomycetemcomitans
44,Aggregatibacter aphrophilus
45,Agrobacterium
46,Akkermansia
47,Akkermansia muciniphila
48,Akkermansiaceae
49,Alcaligenaceae
50,Alicycliphilus
51,Alicyclobacillus
52,Alistipes
53,Alistipes finegoldii
54,Alistipes ihumii
55,Alistipes indistinctus
56,Alistipes obesi
57,Alistipes onderdonkii
58,Alistipes putredinis
59,Alistipes shahii
60,Allisonella
61,Allisonella histaminiformans
62,Allobaculum
63,Alloiococcus
64,Alloprevotella
65,Alloprevotella rava
66,Alloscardovia
67,Alloscardovia omnicolens
68,Alphaproteobacteria
69,Alternaria
70,Alternaria brassicicola
71,Amaricoccus
72,Aminobacterium
73,Ammoniphilus
74,Anabaena
75,anaerobacter
76,Anaerococcus
77,Anaerococcus lactolyticus
78,Anaerococcus tetradius
79,Anaerococcus vaginalis
80,Anaerofilum
81,Anaerofustis
82,Anaeroglobus
83,Anaeroglobus geminatus
84,Anaeromyxobacter
85,Anaerosporobacter
86,Anaerostipes
87,Anaerostipes hadrus
88,Anaerotruncus
89,Anaerovorax
90,Aneurinibacillus
91,Anoxybacillus
92,Anoxybacillus kestanbolensis
93,Aquabacterium
94,Aquabacterium parvum
95,Aquicella
96,Arcanobacterium
97,Arhtrobacter cumminsii
98,Armatimonadetes
99,Arsenicicoccus
100,Arthrobacter
101,Arthrospira
102,Asaccharobacter
103,Ascomycota
104,Aspergillus
105,Aspergillus austroafricanus
106,Aspergillus clavatus
107,Aspergillus penicillioides
108,Asteroleplasma
109,Atopobium
110,Atopobium parvulum
111,Atopobium vaginae
112,Azospirillum
113,Bacillaceae
114,Bacillus
115,Bacillus coagulans
116,Bacillus flexus
117,Bacillus licheniformis
118,Bacteriodes uniformis
119,Bacteriodes-Prevotella
120,Bacteroidaceae
121,Bacteroidales
122,Bacteroides
123,Bacteroides caccae
124,Bacteroides capillosus
125,Bacteroides coprocola
126,Bacteroides coprophilus
127,Bacteroides dorei
128,Bacteroides eggerthii
129,Bacteroides finegoldii
130,Bacteroides fragilis
131,Bacteroides fragilis group
132,Bacteroides intestinalis
133,Bacteroides massiliensis
134,Bacteroides ovatus
135,Bacteroides pectinophilus
136,Bacteroides plebeius
137,Bacteroides salyersiae
138,Bacteroides stercoris
139,Bacteroides thetaiotaomicron
140,Bacteroides ureolyticus
141,Bacteroides vulgatus
142,Bacteroides xylanisolvens
143,Bacteroides-Prevotella group
144,Bacteroidetes
145,Balneimonas
146,Barnesiella
147,Barnesiella intestinihominis
148,Barnesiellaceae
149,Bartonellaceae
150,Bdellovibrio
151,Bergeriella
152,Bergeyella
153,Bifidobacteriaceae
154,Bifidobacterium
155,Bifidobacterium adolescentis
156,Bifidobacterium angulatum
157,Bifidobacterium animalis
158,Bifidobacterium bifidum
159,Bifidobacterium breve
160,Bifidobacterium catenulatum
161,Bifidobacterium dentium
162,Bifidobacterium infantis
163,Bifidobacterium longum
164,Bifidobacterium pseudocatenulatum
165,Bifidobacterium thermacidophilum porcinum
166,Bilophila
167,Bilophila wadsworthia
168,Blautia
169,Blautia caecimuris
170,Blautia coccoides
171,Blautia faecis
172,Blautia glucerasea
173,Blautia luti
174,Blautia obeum
175,Blautia producta
176,Blautia wexlerae
177,Bosea
178,Brachybacterium
179,Brachyspira
180,Bradyrhizobiaceae
181,Bradyrhizobium
182,Brevibacillus
183,Brevibacterium
184,Brevundimonas
185,Brucellaceae
186,Bulleidia
187,Bulleidia moorei
188,Burkholderia
189,Burkholderia cepacia
190,Burkholderia fungorum
191,Burkholderiales bacterium
192,Butiricimonas
193,Buttiauxella
194,Butyricicoccus
195,Butyricicoccus pullicaecorum
196,Butyricimonas
197,Butyrivibrio
198,Caldalkalibacillus
199,Caloramator
200,Calyptogena magnifica
201,Campylobacter
202,Campylobacter concisus
203,Campylobacter gracilis
204,Campylobacter rectus
205,Candida
206,Candida albicans
207,Candida glabrata
208,Candida tropicalis
209,Candidatus brocadia
210,Candidatus phytoplasma
211,Candidatus portiera
212,Capnocytophaga
213,Capnocytophaga gingivalis
214,Capnocytophaga leadbetteri
215,Capnocytophaga ochracea
216,Capnocytophaga sputigena
217,Cardiobacterium
218,Cardiobacterium hominis
219,Cardiobacterium valvarum
220,Carnobacteriaceae
221,Carnobacterium
222,Carnobacterium alterfunditum
223,Catabacter hongkongensis
224,Catenibacterium
225,Catenibacterium mitsuokai
226,Catonella
227,Catonella morbi
228,Caulobacter
229,Caulobacteriaceae
230,Cellulosilyticum
231,Cellvibrio
232,Centipeda
233,Centipeda periodontii
234,Cetobacterium
235,Chitinimonas
236,Chitinophagaceae
237,Chlamydia_mic
238,Chlorobaculum
239,Chloroflexi
240,Christensenella
241,Christensenella minuta
242,Christensenellaceae
243,Chryseobacterium
244,Citrobacter
245,Citrobacter farmeri
246,Clavibacter michiganensis
247,Cloacibacillus
248,Cloacibacterium
249,Clostrdium disporicum
250,Clostridia cluster I
251,Clostridiaceae
252,Clostridiales
253,Clostridiales XIV
254,Clostridioides difficile
255,Clostridium
256,Clostridium acetobutylicum
257,Clostridium aminobutyricum
258,Clostridium aminophilum
259,Clostridium asparagiform
260,Clostridium bartletti
261,Clostridium beijerinckii
262,Clostridium boltae
263,Clostridium botulinum
264,Clostridium butyricum
265,Clostridium cellulosi
266,Clostridium citroniae
267,Clostridium clostridioforme
268,Clostridium cluster IV
269,Clostridium cluster XIVa
270,Clostridium cluster XIVb
271,Clostridium cluster XVIII
272,Clostridium coccoides group
273,Clostridium cocleatum
274,Clostridium colinum
275,Clostridium disporicum
276,Clostridium group XI
277,Clostridium hathewayi
278,Clostridium innocuum
279,Clostridium lactafifermentans
280,Clostridium lavalense
281,Clostridium leptum
282,Clostridium leptum subgroup
283,Clostridium lituseburense
284,Clostridium methylpentosum
285,Clostridium neonatale
286,Clostridium oroticum
287,Clostridium perfringens
288,Clostridium ramosum
289,Clostridium saccharolyticum
290,Clostridium scindens
291,Clostridium spiroforme
292,Clostridium subterminale
293,Clostridium symbiosum
294,Clostridium tertium
295,Clostridium thermocellum
296,Clostridium XIVb
297,Clostridium xylanovorans
298,CMV
299,Collinsella
300,Collinsella aerofaciens
301,Comamonadaceae
302,Comamonas
303,Coprobacillus
304,Coprococcus
305,Coprococcus catus
306,Coprococcus eutactus
307,Coriobacteriaceae
308,Cortinariaceae
309,Corynebacteriaceae
310,Corynebacterium
311,Corynebacterium accolens
312,Corynebacterium coyleae
313,Corynebacterium durum
314,Corynebacterium efficiens
315,Corynebacterium jeikeium
316,Corynebacterium kroppenstedtii
317,Corynebacterium matruchotii
318,Corynebacterium propinquum
319,Corynebacterium pseudodiphtheriticum
320,Corynebacterium riegelii
321,Corynebacterium tuberculostearicum
322,Cronobacter
323,Cryptobacterium
324,Cryptococcus neoformans
325,Cupriavidus
326,Curtobacterium
327,Curvibacter
328,Cyanobacteria
329,Cystofilobasidiaceae
330,Dechloromonas
331,Deferribacter
332,Defluviitalea
333,Dehalobacter
334,Dehalobacterium
335,Deinococcaceae
336,Delftia
337,Delftia acidovorans
338,Deltaproteobacteria
339,Dermabacter
340,Dermabacteraceae
341,Dermacoccus
342,Desulfobulbus
343,Desulfosporosinus
344,Desulfotomaculum
345,Desulfovibrio
346,Desulfovibrio desulfuricans
347,Desulfovibrio intestinalis
348,Desulfovibrio piger
349,Desulfovibrionaceae
350,Desulfurispirillum indicum
351,Dialister
352,Dialister invisus
353,Dialister micraerophilus
354,Dialister pneumosintes
355,Dialister propionicifaciens
356,Diaphorobacter
357,Dietzia
358,Dietzia maris
359,Dioszegia
360,Dokdonella
361,Dolosigranulum
362,Dolosigranulum pigrum
363,Dorea
364,Dorea formicigenerans
365,Dorea longicatena
366,Dyadobacter
367,Dyella
368,Dysgonomonas
369,EBV
370,Edaphobacter aggregans
371,Eggerthella
372,Eggerthella lenta
373,Eikenella
374,Eikenella corrodens
375,Enhydrobacter
376,Enhydrobacter aerosaccus
377,Enterobacter
378,Enterobacter aerogenes
379,Enterobacter asburiae
380,Enterobacter cloacae
381,Enterobacter hormaechei
382,Enterobacteriaceae
383,Enterobacteriaceae bacterium
384,Enterococcaceae
385,Enterococcus
386,Enterococcus casseliflavus
387,Enterococcus faecalis
388,Enterococcus faecium
389,Enterococcus hirae
390,Enterococcus mundtii
391,Enterococcus sp. NBRC 107345
392,Enterorhabdus
393,Epilithonimonas
394,Epsilonproteobacteria
395,Epulopiscium
396,Eremothecium sinecaudum
397,Erwinia
398,Erysipelatoclostridium
399,Erysipelatoclostridium ramosum
400,Erysipelotrichaceae
401,Erysipelotrichaceae incertae sedis
402,Erysipelotrichia
403,Escherichia
404,Escherichia coli
405,Ethanoligenens
406,Eubacterium
407,Eubacterium biforme
408,Eubacterium brachy
409,Eubacterium coprostanoligenes
410,Eubacterium cylindroides
411,Eubacterium desmolans
412,Eubacterium eligens
413,Eubacterium fissicatena
414,Eubacterium hallii
415,Eubacterium limosum
416,Eubacterium minutum
417,Eubacterium nodatum
418,Eubacterium rectale
419,Eubacterium ruminantium
420,Eubacterium saburreum
421,Eubacterium saphenum
422,Eubacterium siraeum
423,Eubacterium ventriosum
424,Eubacterium yurii
425,Eurotiomycetes
426,Exiguobacterium oxidotolerans
427,Faecalibacterium
428,Faecalibacterium prausnitzii
429,Ferribacter thermoautotrophicus
430,Fibrobacter succinogenes
431,Filifactor
432,Filifactor alocis
433,Filobasidium
434,Finegoldia
435,Finegoldia magna
436,Firmicutes
437,Flavisolibacter
438,Flavobacteriaceae
439,Flavobacterium
440,Flavonifractor
441,Flavonifractor plautii
442,Fluviicola
443,Fretibacterium
444,Fretibacterium fastidiosum
445,Fucophilus fucoidanolyticus
446,Fusibacter
447,Fusicatenibacter
448,Fusicatenibacter saccharivorans
449,Fusobacteria
450,Fusobacteriaceae
451,Fusobacteriales
452,Fusobacterium
453,Fusobacterium canifelinum
454,Fusobacterium mortiferum
455,Fusobacterium naviforme
456,Fusobacterium necrophorum
457,Fusobacterium nucleatum
458,Fusobacterium periodonticum
459,Fusobacterium varium
460,Gallibacterium
461,Gallicola
462,Gallionella
463,Gammaproteobacteria
464,Gardnerella
465,Gardnerella vaginalis
466,Gemella
467,Gemella haemolysans
468,Gemella morbillorum
469,Gemella sanguinis
470,Gemellales
471,Geminicoccus
472,Gemmiger
473,Geobacillus
474,Geobacter
475,Geothrix
476,Gibberella moniliformis
477,Globicatella
478,Glomeraceae
479,Gluconobacter oxydans
480,Gordonibacter
481,Granulicatella
482,Granulicatella adiacens
483,Granulicatella elegans
484,Gulbenkiania
485,Gymnopilus
486,Haemophilus
487,Haemophilus influenzae
488,Haemophilus parahaemolyticus
489,Haemophilus parainfluenzae
490,Haemophilus quentini
491,Haemophilus segnis
492,Hallella
493,Halomonas
494,Halorubrum
495,Halothiobacillus
496,Hathewaya histolytica
497,Helcococcus
498,Helicobacter
499,Hepadnaviridae
500,Hepeviridae
501,Holdemania
502,Holdemania filiformis
503,HSV-1
504,Human adenovirus
505,Human coronavirus
506,Humicoccus
507,Hungatella
508,Hyaloscyphaceae
509,Hydrogenophilaceae
510,Hymenobacter
511,Hymenochaete
512,Hyphomicrobiaceae
513,Hyphomicrobium
514,Hyphomonas
515,Idiomarina
516,Inocybaceae
517,Intestinimonas
518,Janibacter
519,Janthinobacterium
520,Janthinobacterium lividum
521,Jeotgalicoccus psychrophilus
522,Johnsonella
523,Johnsonella ignava
524,Kaistia
525,Kineococcus
526,Kingella
527,Klebsiella
528,Klebsiella oxytoca
529,Klebsiella pneumoniae
530,Knoellia
531,Kocuria
532,Kribbella
