1	0.252257185	1	0.383305413	0.178356164	0.252257185	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	1	1	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
0.252257185	1	0.252257185	0.126105115	0.525161808	1	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.770069559	0.252257185	0.252257185	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	1	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
1	0.252257185	1	0.383305413	0.178356164	0.252257185	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	1	1	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
0.383305413	0.126105115	0.383305413	1	0.089161483	0.126105115	0.126105115	0.06294106	0.215677376	0.126105115	0.282419825	0.126105115	0.502738921	0.04087216	0.063040821	0.11563621	0.11563621	0.383305413	0.383305413	0.126105115	0.164255329	0.126105115	0.260820178	0.114084918	0.126105115	0.119809519	0.243780044	0.126105115	0.164255329	0.229332495	0.282419825	0.126105115	0.260820178	0.11563621	0.106036405	0.072223644	0.229332495	0.260820178	0.126105115
0.178356164	0.525161808	0.178356164	0.089161483	1	0.525161808	0.178356164	0.020432276	0.074972082	0.178356164	0.106036405	0.178356164	0.106036405	0.057807343	0.334804793	0.163549518	0.415862739	0.178356164	0.178356164	0.525161808	0.097233549	0.178356164	0.14997208	0.005106168	0.178356164	0.000902231	0.053008334	0.178356164	0.226315928	0.081759538	0.106036405	0.525161808	0.14997208	0.163549518	0.14997208	1.01E-07	0.081759538	0.14997208	0.178356164
0.252257185	1	0.252257185	0.126105115	0.525161808	1	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.770069559	0.252257185	0.252257185	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	1	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
0.252257185	0.252257185	0.252257185	0.126105115	0.178356164	0.252257185	1	0.028898291	0.106036405	0.252257185	0.442931295	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	0.252257185	0.252257185	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	0.054167796	0.35888124	0.212112291	0.252257185
0.028898291	0.028898291	0.028898291	0.06294106	0.020432276	0.028898291	0.028898291	1	0.055838324	0.028898291	0.128074243	0.028898291	0.128074243	0.086627089	0.06294106	0.026499233	0.026499233	0.028898291	0.028898291	0.028898291	0.067272311	0.028898291	0.108157684	0.000827331	0.028898291	0.087521478	0.083039164	0.028898291	0.067272311	0.059166496	0.128074243	0.028898291	0.108157684	0.026499233	0.024299339	0.063738919	0.200147862	0.108157684	0.028898291
0.106036405	0.106036405	0.106036405	0.215677376	0.074972082	0.106036405	0.106036405	0.055838324	1	0.106036405	0.24870629	0.106036405	0.24870629	0.097279767	0.053008334	0.097233549	0.097233549	0.106036405	0.106036405	0.106036405	0.143368354	0.106036405	0.369813834	0.17005662	0.106036405	0.16234389	0.216493112	0.106036405	0.231000039	0.048607725	0.24870629	0.106036405	0.089161483	0.097233549	0.089161483	0.163321877	0.281986682	0.227890764	0.106036405
0.252257185	0.252257185	0.252257185	0.126105115	0.178356164	0.252257185	0.252257185	0.028898291	0.106036405	1	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	0.252257185	0.252257185	0.252257185	0.137521803	0.252257185	0.212112291	0.11660106	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
0.14997208	0.14997208	0.14997208	0.282419825	0.106036405	0.14997208	0.442931295	0.128074243	0.24870629	0.14997208	1	0.14997208	0.326105115	0.128518021	0.074972082	0.137521803	0.137521803	0.14997208	0.14997208	0.14997208	0.190774984	0.442931295	0.126105115	0.087722232	0.14997208	0.135921879	0.199666832	0.14997208	0.302719079	0.264565554	0.206036405	0.14997208	0.302724603	0.137521803	0.126105115	0.12284087	0.366634218	0.126105115	0.14997208
0.252257185	0.252257185	0.252257185	0.126105115	0.178356164	0.252257185	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	1	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	0.252257185	0.252257185	0.252257185	0.137521803	0.252257185	0.212112291	0.11660106	0.252257185	0.090417667	0.269900706	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	0.054167796	0.11563621	0.212112291	0.252257185
0.14997208	0.14997208	0.14997208	0.502738921	0.106036405	0.14997208	0.14997208	0.128074243	0.24870629	0.14997208	0.326105115	0.14997208	1	0.048607725	0.282419825	0.137521803	0.137521803	0.14997208	0.14997208	0.14997208	0.190774984	0.14997208	0.302724603	0.129696371	0.14997208	0.169810175	0.199666832	0.14997208	0.190774984	0.264565554	0.206036405	0.14997208	0.302724603	0.137521803	0.126105115	0.102367393	0.366634218	0.302724603	0.14997208
0.081759538	0.081759538	0.081759538	0.04087216	0.057807343	0.081759538	0.081759538	0.086627089	0.097279767	0.081759538	0.128518021	0.081759538	0.048607725	1	0.04087216	0.074972082	0.221449049	0.081759538	0.081759538	0.081759538	0.353736614	0.081759538	0.068748103	0.061045582	0.081759538	0.119781654	0.130976832	0.081759538	0.119152117	0.037479064	0.128518021	0.081759538	0.068748103	0.074972082	0.189771883	0.057907721	0.171329929	0.068748103	0.081759538
0.126105115	0.126105115	0.126105115	0.063040821	0.334804793	0.126105115	0.126105115	0.06294106	0.053008334	0.126105115	0.074972082	0.126105115	0.282419825	0.04087216	1	0.11563621	0.11563621	0.126105115	0.126105115	0.383305413	0.068748103	0.126105115	0.106036405	0.040297673	0.126105115	0.030392011	0.037479064	0.126105115	0.164255329	0.057807343	0.074972082	0.126105115	0.106036405	0.11563621	0.106036405	0.01805596	0.142534582	0.106036405	0.126105115
0.231315476	0.231315476	0.231315476	0.11563621	0.163549518	0.231315476	0.231315476	0.026499233	0.097233549	0.231315476	0.137521803	0.231315476	0.137521803	0.074972082	0.11563621	1	0.212112291	0.231315476	0.231315476	0.231315476	0.126105115	0.231315476	0.194503302	0.006622342	0.231315476	0.001170131	0.068748103	0.231315476	0.126105115	0.106036405	0.137521803	0.231315476	0.517089279	0.212112291	0.194503302	0.038302451	0.106036405	0.194503302	0.231315476
0.231315476	0.770069559	0.231315476	0.11563621	0.415862739	0.770069559	0.231315476	0.026499233	0.097233549	0.231315476	0.137521803	0.231315476	0.137521803	0.221449049	0.11563621	0.212112291	1	0.231315476	0.231315476	0.231315476	0.126105115	0.231315476	0.194503302	0.006622342	0.231315476	0.001170131	0.068748103	0.231315476	0.126105115	0.106036405	0.137521803	0.770069559	0.194503302	0.212112291	0.194503302	1.31E-07	0.106036405	0.194503302	0.231315476
1	0.252257185	1	0.383305413	0.178356164	0.252257185	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	1	1	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
1	0.252257185	1	0.383305413	0.178356164	0.252257185	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.126105115	0.231315476	0.231315476	1	1	0.252257185	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.137521803	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
0.252257185	0.252257185	0.252257185	0.126105115	0.525161808	0.252257185	0.252257185	0.028898291	0.106036405	0.252257185	0.14997208	0.252257185	0.14997208	0.081759538	0.383305413	0.231315476	0.231315476	0.252257185	0.252257185	1	0.137521803	0.252257185	0.212112291	0.007221884	0.252257185	0.001276067	0.074972082	0.252257185	0.411036892	0.11563621	0.14997208	0.252257185	0.212112291	0.231315476	0.212112291	1.42E-07	0.11563621	0.212112291	0.252257185
